image_path,dataset,foreground_fraction,n_components,largest_component_fraction,sam_score
data\raw\riceleafbd\Bacterial Leaf Blight\315009589_1782680888761755_205823445997496934_n.jpg,riceleafbd,0.002148805610344072,1,0.002148805610344072,0.8930830955505371
data\raw\riceleafbd\Bacterial Leaf Blight\315016546_2218749368305006_5076810308451690999_n.jpg,riceleafbd,0.03624500244778068,1,0.03624500244778068,0.9438990950584412
data\raw\riceleafbd\Bacterial Leaf Blight\315027221_1538525549906371_9169566106709057222_n.jpg,riceleafbd,0.8999821428571428,1,0.8999821428571428,1.0172855854034424
data\raw\riceleafbd\Bacterial Leaf Blight\315071468_2401943333288552_3485159411988415665_n.jpg,riceleafbd,0.0012174008327854482,1,0.0012174008327854482,0.9431843757629395
data\raw\riceleafbd\Bacterial Leaf Blight\315074520_5751664111539900_3631585951625988479_n.jpg,riceleafbd,0.3919844400613631,1,0.3919844400613631,0.9795273542404175
data\raw\riceleafbd\Bacterial Leaf Blight\315077827_621088336473764_8668136715430723613_n.jpg,riceleafbd,0.007536160420775806,1,0.007536160420775806,0.9366781711578369
data\raw\riceleafbd\Bacterial Leaf Blight\315086347_507127591472883_5806831084092326784_n.jpg,riceleafbd,0.9597872343138055,1,0.9597872343138055,0.9392622709274292
data\raw\riceleafbd\Bacterial Leaf Blight\315089161_651317073354981_3643435809460826645_n.jpg,riceleafbd,0.8635618014464168,1,0.8635618014464168,0.8385146856307983
data\raw\riceleafbd\Bacterial Leaf Blight\315101941_371070788540716_8224649232538059011_n.jpg,riceleafbd,0.9334944115713346,1,0.9334944115713346,0.9925647974014282
data\raw\riceleafbd\Bacterial Leaf Blight\315101944_1297318541097689_5451123898314564856_n.jpg,riceleafbd,0.9211620644312952,1,0.9211620644312952,0.9560145139694214
data\raw\riceleafbd\Bacterial Leaf Blight\315103055_793382671749644_9052517081369098851_n.jpg,riceleafbd,0.034964387464387466,1,0.034964387464387466,0.9233845472335815
data\raw\riceleafbd\Bacterial Leaf Blight\315103057_1111400676175700_5432031046975784486_n.jpg,riceleafbd,0.6920984001753232,1,0.6920984001753232,0.926115870475769
data\raw\riceleafbd\Bacterial Leaf Blight\315103063_624143302825103_7132876366463172174_n.jpg,riceleafbd,0.038448389217619984,1,0.038448389217619984,0.9598448276519775
data\raw\riceleafbd\Bacterial Leaf Blight\315103065_5765950963474243_5937345883256512876_n.jpg,riceleafbd,0.17218222660530352,1,0.17218222660530352,1.0187300443649292
data\raw\riceleafbd\Bacterial Leaf Blight\315103069_682543376486399_2331184656930360648_n.jpg,riceleafbd,0.8357029366644751,1,0.8357029366644751,0.9820597171783447
data\raw\riceleafbd\Bacterial Leaf Blight\315104143_1206895939923217_5543788513976286344_n.jpg,riceleafbd,0.06763258820951129,1,0.06763258820951129,1.0004550218582153
data\raw\riceleafbd\Bacterial Leaf Blight\315106325_522197449759150_6261279372278398762_n.jpg,riceleafbd,0.44539612097304404,1,0.44539612097304404,0.7982076406478882
data\raw\riceleafbd\Bacterial Leaf Blight\315107087_1171245770130671_2229195706849003534_n.jpg,riceleafbd,0.1251265614727153,1,0.1251265614727153,0.9224557876586914
data\raw\riceleafbd\Bacterial Leaf Blight\315107778_5614062285347913_4261856392199548789_n.jpg,riceleafbd,0.9849111607142857,1,0.9849111607142857,0.9868302345275879
data\raw\riceleafbd\Bacterial Leaf Blight\315109192_653319659728355_4967674981338515450_n.jpg,riceleafbd,0.5588286215209292,1,0.5588286215209292,0.9349350929260254
data\raw\riceleafbd\Bacterial Leaf Blight\315109280_1334075877408768_3043399210035198683_n.jpg,riceleafbd,0.7454120096427789,1,0.7454120096427789,0.9909030199050903
data\raw\riceleafbd\Bacterial Leaf Blight\315109344_490554359521669_3605999754783295753_n.jpg,riceleafbd,0.08962195923734385,1,0.08962195923734385,0.9827496409416199
data\raw\riceleafbd\Bacterial Leaf Blight\315110834_825434625377548_7799740694883268375_n.jpg,riceleafbd,0.9663182117028271,1,0.9663182117028271,0.9459837675094604
data\raw\riceleafbd\Bacterial Leaf Blight\315112385_1760978674281935_194414106869409992_n.jpg,riceleafbd,0.0941151654613193,1,0.0941151654613193,0.966930627822876
data\raw\riceleafbd\Bacterial Leaf Blight\315112603_5904872452931613_6623045049893129241_n.jpg,riceleafbd,0.013838483453868069,1,0.013838483453868069,0.9765534996986389
data\raw\riceleafbd\Bacterial Leaf Blight\315176547_961944554678531_2072620674157332322_n.jpg,riceleafbd,0.004060924830155599,1,0.004060924830155599,0.9331521987915039
data\raw\riceleafbd\Bacterial Leaf Blight\315183999_790535685577645_6340853242658624367_n.jpg,riceleafbd,0.12432007451238221,1,0.12432007451238221,0.9002903699874878
data\raw\riceleafbd\Bacterial Leaf Blight\315203775_830516898283616_2907511732247535087_n.jpg,riceleafbd,0.916939513477975,1,0.916939513477975,0.9648716449737549
data\raw\riceleafbd\Bacterial Leaf Blight\315208022_798774971206720_1687696613883098690_n.jpg,riceleafbd,0.17165182527024633,1,0.17165182527024633,0.9898231625556946
data\raw\riceleafbd\Bacterial Leaf Blight\315262988_659326702239981_4957574645755378364_n.jpg,riceleafbd,0.0018332237563006793,1,0.0018332237563006793,0.8626662492752075
data\raw\riceleafbd\Bacterial Leaf Blight\315288471_652278516358984_6474206586868454970_n.jpg,riceleafbd,0.02488705357142857,1,0.02488705357142857,0.9479407668113708
data\raw\riceleafbd\Bacterial Leaf Blight\315518389_1748571678849511_9171680535233049298_n.jpg,riceleafbd,0.9631567344286642,1,0.9631567344286642,1.0057734251022339
data\raw\riceleafbd\Bacterial Leaf Blight\315531765_1673445079719873_5494100703377762286_n.jpg,riceleafbd,0.9955611607142857,1,0.9955611607142857,0.995805025100708
data\raw\riceleafbd\Bacterial Leaf Blight\315930074_1075350293144099_1989168563865613542_n.jpg,riceleafbd,0.8209888392857143,1,0.8209888392857143,0.990012526512146
data\raw\riceleafbd\Bacterial Leaf Blight\316050249_3162601460622353_2004653722111855928_n.jpg,riceleafbd,0.157740625,1,0.157740625,0.9941638708114624
data\raw\riceleafbd\Bacterial Leaf Blight\316100811_1187208431886572_9196050605949563222_n.jpg,riceleafbd,0.010554464285714285,1,0.010554464285714285,0.9130244851112366
data\raw\riceleafbd\Bacterial Leaf Blight\316177080_845639723533726_8267250599617390004_n.jpg,riceleafbd,0.001115625,1,0.001115625,0.9413842558860779
data\raw\riceleafbd\Brown Spot\306636683_1075699563116434_3688220584841276761_n.png,riceleafbd,0.0008494578638561746,1,0.0008494578638561746,0.876282811164856
data\raw\riceleafbd\Brown Spot\308278744_606334647906871_7109375032890807056_n.jpg,riceleafbd,0.13018132716049383,1,0.13018132716049383,1.0091361999511719
data\raw\riceleafbd\Brown Spot\308308969_1158070344844591_368051609697725308_n.jpg,riceleafbd,0.22762674711858014,1,0.22762674711858014,0.9986780285835266
data\raw\riceleafbd\Brown Spot\309493078_674517544280445_2780755483028955674_n.jpg,riceleafbd,0.3111711807840278,1,0.3111711807840278,0.9973655939102173
data\raw\riceleafbd\Brown Spot\309856581_1540544999720159_3167110615008965834_n.jpg,riceleafbd,0.3364185821751329,1,0.3364185821751329,1.0050692558288574
data\raw\riceleafbd\Brown Spot\309909525_2499918870173412_1188415515568731275_n.jpg,riceleafbd,0.2684601185379577,1,0.2684601185379577,0.9875383377075195
data\raw\riceleafbd\Brown Spot\309914645_512032790836766_3232278334211904072_n.jpg,riceleafbd,0.3948030498427566,1,0.3948030498427566,1.0140684843063354
data\raw\riceleafbd\Brown Spot\309914653_1176550713259738_1105670629556489780_n.jpg,riceleafbd,0.30937620048358305,1,0.30937620048358305,0.9813315868377686
data\raw\riceleafbd\Brown Spot\309926482_543090584297337_3614563266431093962_n.jpg,riceleafbd,0.9939332741948675,1,0.9939332741948675,0.9935301542282104
data\raw\riceleafbd\Brown Spot\309933374_813227523318866_5419753912257273000_n.jpg,riceleafbd,0.1287037037037037,1,0.1287037037037037,0.9961342811584473
data\raw\riceleafbd\Brown Spot\309939907_1298534884255323_1747386383395765499_n.jpg,riceleafbd,0.41007231946336864,1,0.41007231946336864,0.9943195581436157
data\raw\riceleafbd\Brown Spot\309946730_2973301759636647_3744589297634946481_n.jpg,riceleafbd,0.9711214082573306,1,0.9711214082573306,0.9720761775970459
data\raw\riceleafbd\Brown Spot\309949831_1336776450479892_2221528534198295843_n.jpg,riceleafbd,0.2336009314119913,1,0.2336009314119913,1.001543402671814
data\raw\riceleafbd\Brown Spot\309953022_725741598999109_8842452746849133819_n.jpg,riceleafbd,0.9950899416027754,1,0.9950899416027754,0.9874719381332397
data\raw\riceleafbd\Brown Spot\309953967_1351192915416250_8181016055482165956_n.jpg,riceleafbd,0.24070938770556466,1,0.24070938770556466,0.9831387996673584
data\raw\riceleafbd\Brown Spot\309958158_1574264802991543_3732718783421117392_n.jpg,riceleafbd,0.012937873357228196,1,0.012937873357228196,0.935639500617981
data\raw\riceleafbd\Brown Spot\309962532_861398241722730_4166811756916713153_n.jpg,riceleafbd,0.39617642195767194,1,0.39617642195767194,1.0276925563812256
data\raw\riceleafbd\Brown Spot\309964523_2318278248336267_948119003886079338_n.jpg,riceleafbd,0.35140688855803914,1,0.35140688855803914,0.9836194515228271
data\raw\riceleafbd\Brown Spot\309993664_1567873237000612_7794085351818485330_n.jpg,riceleafbd,0.48945241347905283,1,0.48945241347905283,0.9889389872550964
data\raw\riceleafbd\Brown Spot\309996257_480800110695748_6992653624216699035_n.jpg,riceleafbd,0.2747346533770375,1,0.2747346533770375,1.0119563341140747
data\raw\riceleafbd\Brown Spot\310008198_1320242232080932_4364812681009576646_n.jpg,riceleafbd,0.3768804887361588,1,0.3768804887361588,1.0086567401885986
data\raw\riceleafbd\Brown Spot\310009622_1110367876295321_5321306325847120324_n.jpg,riceleafbd,0.3724850343115783,1,0.3724850343115783,0.9859298467636108
data\raw\riceleafbd\Brown Spot\310011903_461069906169423_6180653117817214589_n.jpg,riceleafbd,0.25713790713790713,1,0.25713790713790713,0.9999310970306396
data\raw\riceleafbd\Brown Spot\310015336_557923699425815_1708555633980798458_n.jpg,riceleafbd,0.462427684911851,1,0.462427684911851,0.9934828877449036
data\raw\riceleafbd\Brown Spot\310062871_1876024519400996_8219913860789849669_n.jpg,riceleafbd,0.25774216524216526,1,0.25774216524216526,1.0063012838363647
data\raw\riceleafbd\Brown Spot\310068201_974682670600775_2172701830537907723_n.jpg,riceleafbd,0.2489457455530603,1,0.2489457455530603,0.9993970394134521
data\raw\riceleafbd\Brown Spot\310069559_844675403226330_7800477233685291706_n.jpg,riceleafbd,0.25286263721223073,1,0.25286263721223073,1.003638505935669
data\raw\riceleafbd\Brown Spot\310070338_1221984858350826_7709976709562904139_n.jpg,riceleafbd,0.4274238979023271,1,0.4274238979023271,1.0069934129714966
data\raw\riceleafbd\Brown Spot\310071915_490449669710602_3589257402027487119_n.jpg,riceleafbd,0.2727436664320901,1,0.2727436664320901,1.005422592163086
data\raw\riceleafbd\Brown Spot\310076727_857027329056921_1136202015508284715_n.jpg,riceleafbd,0.3444187291235095,1,0.3444187291235095,0.9638881683349609
data\raw\riceleafbd\Brown Spot\310077906_692868602038815_1527612901872866553_n.jpg,riceleafbd,0.01843042695473251,1,0.01843042695473251,0.9710410833358765
data\raw\riceleafbd\Brown Spot\310082918_871415177202516_5002521107004828589_n.jpg,riceleafbd,0.27326060921046685,1,0.27326060921046685,0.9559152722358704
data\raw\riceleafbd\Brown Spot\310090427_533931768138521_5214171824331083059_n.jpg,riceleafbd,0.7519215758299279,1,0.7519215758299279,0.9952096939086914
data\raw\riceleafbd\Brown Spot\310091333_655570942821741_6999184718027168547_n.jpg,riceleafbd,0.17685394355198572,1,0.17685394355198572,0.9802871346473694
data\raw\riceleafbd\Brown Spot\310104735_514443447243614_5741446641291179102_n.jpg,riceleafbd,0.2818975063963035,1,0.2818975063963035,0.995161771774292
data\raw\riceleafbd\Brown Spot\310108464_434577971983783_3352364910713725183_n.jpg,riceleafbd,0.31671626762852173,1,0.31671626762852173,1.0375791788101196
data\raw\riceleafbd\Brown Spot\310108465_513514257115787_8697196049310722085_n.jpg,riceleafbd,0.272901558318225,1,0.272901558318225,0.9930200576782227
data\raw\riceleafbd\Brown Spot\310115075_498868342299013_3194400662650127897_n.jpg,riceleafbd,0.34374820727068656,1,0.34374820727068656,0.9985970258712769
data\raw\riceleafbd\Brown Spot\310116800_2633953446742264_5075079932730326382_n.jpg,riceleafbd,0.38316941119166714,1,0.38316941119166714,0.9950441122055054
data\raw\riceleafbd\Brown Spot\310125872_562390022555910_4194683443636044021_n.jpg,riceleafbd,0.3445053265063457,1,0.3445053265063457,1.003890037536621
data\raw\riceleafbd\Brown Spot\310138548_585933979969601_3292203972379903687_n.jpg,riceleafbd,0.30567689121853364,1,0.30567689121853364,1.0095980167388916
data\raw\riceleafbd\Brown Spot\310166255_8397939406945445_2537616112883189039_n.jpg,riceleafbd,0.24543613474647957,1,0.24543613474647957,0.9965816736221313
data\raw\riceleafbd\Brown Spot\310184338_712786060181148_6045441015911569486_n.jpg,riceleafbd,0.30761669910313644,1,0.30761669910313644,1.0096668004989624
data\raw\riceleafbd\Brown Spot\310227896_1156794111890459_7330375921245463272_n.jpg,riceleafbd,0.4534796006162835,1,0.4534796006162835,0.9746737480163574
data\raw\riceleafbd\Brown Spot\310230697_687200202593410_773732709845143863_n.jpg,riceleafbd,0.279159534184044,1,0.279159534184044,1.0050410032272339
data\raw\riceleafbd\Brown Spot\310232432_916004359371667_480001528006557110_n.jpg,riceleafbd,0.24253615229727257,1,0.24253615229727257,1.0139349699020386
data\raw\riceleafbd\Brown Spot\310235593_1080264705967044_7076671397801331634_n.jpg,riceleafbd,0.1863643604636914,1,0.1863643604636914,0.9955585598945618
data\raw\riceleafbd\Brown Spot\310235967_705575307176920_6174025801346000024_n.jpg,riceleafbd,0.5112930904427849,1,0.5112930904427849,0.9823359251022339
data\raw\riceleafbd\Brown Spot\310240154_653748513071128_7809190233150817814_n.jpg,riceleafbd,0.2643581081081081,1,0.2643581081081081,0.9987921714782715
data\raw\riceleafbd\Brown Spot\310240474_1067068477295579_1067343616679042913_n.jpg,riceleafbd,0.41956980045086417,1,0.41956980045086417,1.0049651861190796
data\raw\riceleafbd\Brown Spot\310243653_1175890976471607_174154916313519198_n.jpg,riceleafbd,0.3620808474609644,1,0.3620808474609644,0.9820120334625244
data\raw\riceleafbd\Brown Spot\310246263_629224232229317_3057882260199121970_n.jpg,riceleafbd,0.9920979127520186,1,0.9920979127520186,0.9949074983596802
data\raw\riceleafbd\Brown Spot\310252934_458496419686388_869526501005796402_n.jpg,riceleafbd,0.6766380115264496,1,0.6766380115264496,0.9647526741027832
data\raw\riceleafbd\Brown Spot\310273432_860229471821624_5544502880723430289_n.jpg,riceleafbd,0.4217282054199617,1,0.4217282054199617,1.0082449913024902
data\raw\riceleafbd\Brown Spot\310279124_1308745899888984_1786932448113474810_n.jpg,riceleafbd,0.462992366588257,1,0.462992366588257,1.002524733543396
data\raw\riceleafbd\Brown Spot\310301753_3256048104662186_7766892706666530682_n.jpg,riceleafbd,0.4680814555814556,1,0.4680814555814556,1.0002577304840088
data\raw\riceleafbd\Brown Spot\310310726_521973126475182_1577311798757957966_n.jpg,riceleafbd,0.42302258574216933,1,0.42302258574216933,1.0009832382202148
data\raw\riceleafbd\Brown Spot\310360089_591896359375980_4721300831126999238_n.jpg,riceleafbd,0.5855963814726701,1,0.5855963814726701,0.9923449754714966
data\raw\riceleafbd\Brown Spot\310367674_1269873143864271_5071878590540429049_n.jpg,riceleafbd,0.4289208510223003,1,0.4289208510223003,0.9517822265625
data\raw\riceleafbd\Brown Spot\310397769_1160405084550868_5795423925770958169_n.jpg,riceleafbd,0.3729893612798222,1,0.3729893612798222,1.0186856985092163
data\raw\riceleafbd\Brown Spot\310401093_1145771346047730_890553304188097791_n.jpg,riceleafbd,0.2493091878923685,1,0.2493091878923685,1.012347936630249
data\raw\riceleafbd\Brown Spot\310408699_581222973762479_3034583721755206178_n.jpg,riceleafbd,0.36247229326513214,1,0.36247229326513214,1.0097867250442505
data\raw\riceleafbd\Brown Spot\310412950_3299455947038250_6118699778973115620_n.jpg,riceleafbd,0.42741257267119337,1,0.42741257267119337,1.0087424516677856
data\raw\riceleafbd\Brown Spot\310413706_406779671529288_6083541172236119468_n.jpg,riceleafbd,0.7185950738916256,1,0.7185950738916256,0.9910686016082764
data\raw\riceleafbd\Brown Spot\310413706_542920307667959_7271112821702146072_n.jpg,riceleafbd,0.3208856808052866,1,0.3208856808052866,1.01282799243927
data\raw\riceleafbd\Brown Spot\310426342_1297660331049973_5517302091758027512_n.jpg,riceleafbd,0.9971175395140364,1,0.9971175395140364,0.9975728988647461
data\raw\riceleafbd\Brown Spot\310433287_1170527013537104_2288436462912475998_n.jpg,riceleafbd,0.28007356671740236,1,0.28007356671740236,0.9975783824920654
data\raw\riceleafbd\Brown Spot\310440595_437763975176397_3421827152598261933_n.jpg,riceleafbd,0.5150172937847186,1,0.5150172937847186,0.9943211078643799
data\raw\riceleafbd\Brown Spot\310448023_2785363404931753_357066214047467928_n.jpg,riceleafbd,0.3043914442551581,1,0.3043914442551581,0.9952777028083801
data\raw\riceleafbd\Brown Spot\310448892_865948157757587_1575096072039838138_n.jpg,riceleafbd,0.32215099715099715,1,0.32215099715099715,0.9843671321868896
data\raw\riceleafbd\Brown Spot\310456200_860362441810426_2125457529938607800_n.jpg,riceleafbd,0.3309449171518137,1,0.3309449171518137,0.9999357461929321
data\raw\riceleafbd\Brown Spot\310464731_2095864390596693_7529287577372319351_n.jpg,riceleafbd,0.5235994397759104,1,0.5235994397759104,0.9985700845718384
data\raw\riceleafbd\Brown Spot\310466281_445412417740074_3454842528657237988_n.jpg,riceleafbd,0.7770893412630125,1,0.7770893412630125,0.9565005302429199
data\raw\riceleafbd\Brown Spot\310479672_1548736808895214_1122183377644120885_n.jpg,riceleafbd,0.9947344750286361,1,0.9947344750286361,0.9942642450332642
data\raw\riceleafbd\Brown Spot\310503754_3406179269667322_6868493276527715507_n.jpg,riceleafbd,0.29197113780447115,1,0.29197113780447115,1.0017237663269043
data\raw\riceleafbd\Brown Spot\310509792_5559735287442458_3971883232493130140_n.jpg,riceleafbd,0.4012735978949301,1,0.4012735978949301,0.998508095741272
data\raw\riceleafbd\Brown Spot\310515645_429000562741465_2293056403644865098_n.jpg,riceleafbd,0.3039136302294197,1,0.3039136302294197,0.9984374046325684
data\raw\riceleafbd\Brown Spot\310531220_463358079230548_4330153429928501160_n.jpg,riceleafbd,0.26248716089662255,1,0.26248716089662255,1.009049654006958
data\raw\riceleafbd\Brown Spot\310538123_800092631250475_2661903395682189719_n.jpg,riceleafbd,0.2577812907758707,1,0.2577812907758707,0.9991247653961182
data\raw\riceleafbd\Brown Spot\310549204_862490201570514_2698855657437861283_n.jpg,riceleafbd,0.8772057856673241,1,0.8772057856673241,0.9778274297714233
data\raw\riceleafbd\Brown Spot\310551734_6208035492545976_1642254191197766220_n.jpg,riceleafbd,0.14344491550373903,1,0.14344491550373903,0.9977566599845886
data\raw\riceleafbd\Brown Spot\310552937_2304234059764535_643117186335999333_n.jpg,riceleafbd,0.2583568656831105,1,0.2583568656831105,1.0038130283355713
data\raw\riceleafbd\Brown Spot\310552937_663060611980047_7867110391988752020_n.jpg,riceleafbd,0.9808582940382103,1,0.9808582940382103,0.9780367612838745
data\raw\riceleafbd\Brown Spot\310552940_1513055385866693_5202646752382774347_n.jpg,riceleafbd,0.2750145513586374,1,0.2750145513586374,1.0126360654830933
data\raw\riceleafbd\Brown Spot\310568407_1600675443720770_3405254753128624442_n.jpg,riceleafbd,0.28782021604938274,1,0.28782021604938274,1.0040054321289062
data\raw\riceleafbd\Brown Spot\310572005_585774859972846_8887018455851724965_n.jpg,riceleafbd,0.3841915370603895,1,0.3841915370603895,0.9888023138046265
data\raw\riceleafbd\Brown Spot\310574100_3177827532469376_3606010084420014810_n.jpg,riceleafbd,0.33477655582146815,1,0.33477655582146815,1.0064918994903564
data\raw\riceleafbd\Brown Spot\310591531_647596893482328_2416547431702864403_n.jpg,riceleafbd,0.2881159420289855,1,0.2881159420289855,0.9898478984832764
data\raw\riceleafbd\Brown Spot\310600431_1176906219620409_5572658965513226166_n.jpg,riceleafbd,0.2299686782008912,1,0.2299686782008912,0.9956883192062378
data\raw\riceleafbd\Brown Spot\310600434_673533360790656_5382092698552622711_n.jpg,riceleafbd,0.17660192187533666,1,0.17660192187533666,0.9775410890579224
data\raw\riceleafbd\Brown Spot\310618169_1095591744338175_6293196138231764647_n.jpg,riceleafbd,0.3256717501815541,1,0.3256717501815541,1.0062575340270996
data\raw\riceleafbd\Brown Spot\310633591_435998688516676_4687821410676363321_n.jpg,riceleafbd,0.00557059654776212,1,0.00557059654776212,0.9417498707771301
data\raw\riceleafbd\Brown Spot\310644021_563178102237151_1801329210829339387_n.jpg,riceleafbd,0.9984647938051504,1,0.9984647938051504,0.9991827011108398
data\raw\riceleafbd\Brown Spot\310646878_652622709743689_4280957580249613305_n.jpg,riceleafbd,0.4342159055126515,1,0.4342159055126515,0.9937897324562073
data\raw\riceleafbd\Brown Spot\310658174_1811366175890472_634044558163658478_n.jpg,riceleafbd,0.31370414357350224,1,0.31370414357350224,0.9843080639839172
data\raw\riceleafbd\Brown Spot\310658884_446068057647401_6642037205738559820_n.jpg,riceleafbd,0.335655737704918,1,0.335655737704918,1.0133159160614014
data\raw\riceleafbd\Brown Spot\310661186_680508230184016_1666128555220764955_n.jpg,riceleafbd,0.37212140234739105,1,0.37212140234739105,1.0082944631576538
data\raw\riceleafbd\Brown Spot\310690626_807803723801286_3580362136413475553_n.jpg,riceleafbd,0.01135374295297224,1,0.01135374295297224,0.9785001873970032
data\raw\riceleafbd\Brown Spot\310776944_2271192576395292_6697039548256478756_n.jpg,riceleafbd,0.17157285085200077,1,0.17157285085200077,0.9989028573036194
data\raw\riceleafbd\Brown Spot\310789414_904359843869479_2426029954085555124_n.jpg,riceleafbd,0.3608035128172596,1,0.3608035128172596,1.0019042491912842
data\raw\riceleafbd\Brown Spot\310804511_648697216660190_3587973030833937162_n.jpg,riceleafbd,0.4859511370309621,1,0.4859511370309621,0.9990105628967285
data\raw\riceleafbd\Brown Spot\310807976_1267804150453137_2952585295063268243_n.jpg,riceleafbd,0.7287435017287267,1,0.7287435017287267,0.958500862121582
data\raw\riceleafbd\Brown Spot\310818069_530673785156674_5674307323228277295_n.jpg,riceleafbd,0.38488139985525177,1,0.38488139985525177,1.033768653869629
data\raw\riceleafbd\Brown Spot\310823410_418061953701303_2392965091483809066_n.jpg,riceleafbd,0.3711007943877025,1,0.3711007943877025,0.9992024302482605
data\raw\riceleafbd\Brown Spot\310824212_668508701381573_7641199740375120880_n.jpg,riceleafbd,0.5359454338764683,1,0.5359454338764683,0.9548344612121582
data\raw\riceleafbd\Brown Spot\310824228_524471822554248_358818164046999562_n.jpg,riceleafbd,0.39525830393885947,1,0.39525830393885947,1.0112706422805786
data\raw\riceleafbd\Brown Spot\310828063_1446078215877474_1905737522057351903_n.jpg,riceleafbd,0.5746345962821059,1,0.5746345962821059,1.0050745010375977
data\raw\riceleafbd\Brown Spot\310828816_3348217798776258_724187761063625091_n.jpg,riceleafbd,0.9954514658348271,1,0.9954514658348271,1.0026246309280396
data\raw\riceleafbd\Brown Spot\310828818_502045418606703_6319544330287836103_n.jpg,riceleafbd,0.08811775732788003,1,0.08811775732788003,0.9939388036727905
data\raw\riceleafbd\Brown Spot\310835321_3253575268305521_4194507410517847799_n (1).jpg,riceleafbd,0.3443889376860391,1,0.3443889376860391,1.0061395168304443
data\raw\riceleafbd\Brown Spot\310835321_3253575268305521_4194507410517847799_n.jpg,riceleafbd,0.3443889376860391,1,0.3443889376860391,1.0061395168304443
data\raw\riceleafbd\Brown Spot\310844257_509440641199570_5702343190639353102_n.jpg,riceleafbd,0.0014288368636194723,1,0.0014288368636194723,0.9409897327423096
data\raw\riceleafbd\Brown Spot\310853531_652581173058231_1063835090034377594_n.jpg,riceleafbd,0.4261633817758547,1,0.4261633817758547,1.0065345764160156
data\raw\riceleafbd\Brown Spot\310862149_2316976765132110_2200817704905796416_n.jpg,riceleafbd,0.2542508417508417,1,0.2542508417508417,0.9967069625854492
data\raw\riceleafbd\Brown Spot\310885383_815755239635944_8200766767589677304_n.jpg,riceleafbd,0.6128824238439623,1,0.6128824238439623,0.7919892072677612
data\raw\riceleafbd\Brown Spot\310907388_3266484753614015_2615133480251311747_n.jpg,riceleafbd,0.33510788465416413,1,0.33510788465416413,0.9841004610061646
data\raw\riceleafbd\Brown Spot\310910786_1513395185739435_204951998156743921_n.jpg,riceleafbd,0.3312983164983165,1,0.3312983164983165,1.0115450620651245
data\raw\riceleafbd\Brown Spot\310943241_449647463945146_639634782995154368_n.jpg,riceleafbd,0.5150599773331688,1,0.5150599773331688,1.0073416233062744
data\raw\riceleafbd\Brown Spot\310949660_1699018083827986_56126341270983836_n.jpg,riceleafbd,0.12997264153537352,1,0.12997264153537352,0.9795661568641663
data\raw\riceleafbd\Brown Spot\310949660_683939402972570_2384416694152309614_n.jpg,riceleafbd,0.3306853460517682,1,0.3306853460517682,1.0105717182159424
data\raw\riceleafbd\Brown Spot\310958148_807649880308425_292737329862633011_n.jpg,riceleafbd,0.4481727898673526,1,0.4481727898673526,0.9925003051757812
data\raw\riceleafbd\Brown Spot\310966908_460000666237274_4340544923399777166_n.jpg,riceleafbd,0.44579692051602166,1,0.44579692051602166,0.9911153316497803
data\raw\riceleafbd\Brown Spot\310968022_509822557521186_5444277443482914274_n.jpg,riceleafbd,0.3911314379240252,1,0.3911314379240252,1.007135033607483
data\raw\riceleafbd\Brown Spot\310977568_1514622672347385_8736818964133698049_n.jpg,riceleafbd,0.13842031686859274,1,0.13842031686859274,0.9937252998352051
data\raw\riceleafbd\Brown Spot\310984154_694067871853184_2163653223673718597_n.jpg,riceleafbd,0.2730778701138812,1,0.2730778701138812,0.9972243905067444
data\raw\riceleafbd\Brown Spot\310987026_495529472618032_469706044882835937_n (1).jpg,riceleafbd,0.9899221965020576,1,0.9899221965020576,0.9475929737091064
data\raw\riceleafbd\Brown Spot\310987026_495529472618032_469706044882835937_n.jpg,riceleafbd,0.9899221965020576,1,0.9899221965020576,0.9475929737091064
data\raw\riceleafbd\Brown Spot\310996256_842961983582812_6278524794023676205_n.jpg,riceleafbd,0.4458879519078233,1,0.4458879519078233,0.9929189682006836
data\raw\riceleafbd\Brown Spot\310997509_578806160671820_2590837107383300728_n.jpg,riceleafbd,0.23260609567901236,1,0.23260609567901236,0.993979811668396
data\raw\riceleafbd\Brown Spot\311021703_1507971309689477_3485279124224682658_n.jpg,riceleafbd,0.34561137591990587,1,0.34561137591990587,0.9943310022354126
data\raw\riceleafbd\Brown Spot\311026301_667593804714222_1324197971946391729_n.jpg,riceleafbd,0.17893066467140542,1,0.17893066467140542,0.9744070768356323
data\raw\riceleafbd\Brown Spot\311040835_1082378245793340_3748689263983894360_n.jpg,riceleafbd,0.26331441782261455,1,0.26331441782261455,1.0001543760299683
data\raw\riceleafbd\Brown Spot\311043994_3234524246878187_6853227440626132597_n.jpg,riceleafbd,0.28857767489711933,1,0.28857767489711933,1.0056352615356445
data\raw\riceleafbd\Brown Spot\311052757_1662312644170393_664664330632009953_n.jpg,riceleafbd,0.32327577298280424,1,0.32327577298280424,1.0026354789733887
data\raw\riceleafbd\Brown Spot\311052757_578359977380937_3643681530688443368_n.jpg,riceleafbd,0.7002418972680486,1,0.7002418972680486,1.0102182626724243
data\raw\riceleafbd\Brown Spot\311057508_665142201662772_2586560655691049853_n.jpg,riceleafbd,0.34975852363589843,1,0.34975852363589843,1.011104702949524
