model,dataset,seed,best_C,val_macro_f1,accuracy,macro_f1,n_samples
dinov2,riceleafbd,42,0.1,0.927691116932603,0.9234042553191489,0.9356393577121425,235
dinov2,riceleafbd,7,0.1,0.927691116932603,0.9234042553191489,0.9356393577121425,235
dinov2,riceleafbd,2024,0.1,0.927691116932603,0.9234042553191489,0.9356393577121425,235
dinov2,dhan_shomadhan,42,0.1,0.7252806715584141,0.718562874251497,0.6970035449782286,167
dinov2,dhan_shomadhan,7,0.1,0.7252806715584141,0.718562874251497,0.6970035449782286,167
dinov2,dhan_shomadhan,2024,0.1,0.7252806715584141,0.718562874251497,0.6970035449782286,167
dinov2,brri_rice_disease_pest,42,0.01,0.6923026413730066,0.7222222222222222,0.6935717570180385,414
dinov2,brri_rice_disease_pest,7,0.01,0.6923026413730066,0.7222222222222222,0.6935717570180385,414
dinov2,brri_rice_disease_pest,2024,0.01,0.6923026413730066,0.7222222222222222,0.6935717570180385,414
