image_path,dataset,foreground_fraction,n_components,largest_component_fraction
data\raw\riceleafbd\Brown Spot\311377246_810766993317222_9100351975254516487_n.jpg,riceleafbd,0.1993636750092991,1,0.1993636750092991
data\raw\riceleafbd\Brown Spot\311380503_1351490178930581_846371559059730686_n.jpg,riceleafbd,0.5195392285776901,1,0.5195392285776901
data\raw\riceleafbd\Brown Spot\311386232_685870439447238_1373729858025101687_n.jpg,riceleafbd,0.2703700769859148,1,0.2703700769859148
data\raw\riceleafbd\Brown Spot\311396297_829005278365176_1374891973416584192_n.jpg,riceleafbd,0.48317170187708797,1,0.48317170187708797
data\raw\riceleafbd\Brown Spot\311406569_1095409827827436_6560628508321962026_n.jpg,riceleafbd,0.47782990924385677,1,0.47782990924385677
data\raw\riceleafbd\Brown Spot\311408901_519141103418762_4335388543255097599_n.jpg,riceleafbd,0.7046723214285714,1,0.7046723214285714
data\raw\riceleafbd\Brown Spot\311416513_1109471589709308_8180735797175148639_n.jpg,riceleafbd,0.33701269209077617,1,0.33701269209077617
data\raw\riceleafbd\Brown Spot\311417279_802982790934579_6928591112788404232_n.jpg,riceleafbd,0.6149718244326113,1,0.6149718244326113
data\raw\riceleafbd\Brown Spot\311428112_1137683283546380_8377865949876745685_n.jpg,riceleafbd,0.2789245733690178,1,0.2789245733690178
data\raw\riceleafbd\Brown Spot\311431730_432763282267257_5061788090332940654_n.jpg,riceleafbd,0.3892567996884544,1,0.3892567996884544
data\raw\riceleafbd\Brown Spot\311453915_3375316629450850_968877061441042640_n.jpg,riceleafbd,0.5267540642953185,1,0.5267540642953185
data\raw\riceleafbd\Brown Spot\311462290_1523806308136409_1620723249680699873_n.jpg,riceleafbd,0.4477515058310906,1,0.4477515058310906
data\raw\riceleafbd\Brown Spot\311486043_1306022510155226_6152244108715750966_n.jpg,riceleafbd,0.28548766552396315,1,0.28548766552396315
data\raw\riceleafbd\Brown Spot\311486043_851216852725879_4856467563986000375_n.jpg,riceleafbd,0.46388517627491166,1,0.46388517627491166
data\raw\riceleafbd\Brown Spot\311869507_654707029438611_4227447126501839018_n.jpg,riceleafbd,0.46526433072076223,1,0.46526433072076223
data\raw\riceleafbd\Brown Spot\311873170_1292561338206591_2970536920858156407_n.jpg,riceleafbd,0.5128531267316364,1,0.5128531267316364
data\raw\riceleafbd\Brown Spot\311922711_653462639606123_2554408956699866739_n.jpg,riceleafbd,0.4330329571355047,1,0.4330329571355047
data\raw\riceleafbd\Brown Spot\311953561_412065494318391_2659692527148639224_n.jpg,riceleafbd,0.487356149898125,1,0.487356149898125
data\raw\riceleafbd\Brown Spot\311966500_1218844282308245_2136710182395461767_n.jpg,riceleafbd,0.07213146361191054,1,0.07213146361191054
data\raw\riceleafbd\Brown Spot\311977195_1310726413011036_3359377035045024594_n.jpg,riceleafbd,0.33754050925925927,1,0.33754050925925927
data\raw\riceleafbd\Brown Spot\311977195_1557255631363450_3642511899748077977_n.jpg,riceleafbd,0.49917592224296015,1,0.49917592224296015
data\raw\riceleafbd\Brown Spot\311982221_1269766160475674_6749695651504417821_n.jpg,riceleafbd,0.25762345679012344,1,0.25762345679012344
data\raw\riceleafbd\Brown Spot\311994477_808004087120124_4789279673069325208_n.jpg,riceleafbd,0.3353008959179558,1,0.3353008959179558
data\raw\riceleafbd\Brown Spot\312016287_5257096791062384_969213634235200911_n.jpg,riceleafbd,0.4948366722492621,1,0.4948366722492621
data\raw\riceleafbd\Brown Spot\312109407_1220699645455560_2742647944434764488_n.jpg,riceleafbd,0.5448742431804865,1,0.5448742431804865
data\raw\riceleafbd\Brown Spot\312112038_3412358252419684_455379211809313426_n.jpg,riceleafbd,0.3152362363292747,1,0.3152362363292747
data\raw\riceleafbd\Brown Spot\312122856_1167298270561140_2414166199220239812_n.jpg,riceleafbd,0.5854679856743537,1,0.5854679856743537
data\raw\riceleafbd\Brown Spot\312127844_572747297942794_8506920159216579211_n.jpg,riceleafbd,0.5184411987032819,1,0.5184411987032819
data\raw\riceleafbd\Brown Spot\312149269_1304740540260222_2269084485641565875_n.jpg,riceleafbd,0.5635345360714819,1,0.5635345360714819
data\raw\riceleafbd\Brown Spot\312168694_869198991062369_2282186203934686543_n.jpg,riceleafbd,0.42590258395606373,1,0.42590258395606373
data\raw\riceleafbd\Brown Spot\312182903_888814375834945_724937048690758269_n.jpg,riceleafbd,0.493322440087146,1,0.493322440087146
data\raw\riceleafbd\Brown Spot\312200158_2052677011592758_4127150590826511509_n.jpg,riceleafbd,0.6031725449515906,1,0.6031725449515906
data\raw\riceleafbd\Brown Spot\312207002_2741301756002006_8386953099903781042_n.jpg,riceleafbd,0.3667434640522876,1,0.3667434640522876
data\raw\riceleafbd\Brown Spot\312216426_427424412918302_4487343712450077075_n.jpg,riceleafbd,0.40317400823397825,1,0.40317400823397825
data\raw\riceleafbd\Brown Spot\312217600_2173196119533853_7591157869470821724_n.jpg,riceleafbd,0.29704282407407406,1,0.29704282407407406
data\raw\riceleafbd\Brown Spot\312250047_1501595143682656_6875401553277024264_n.jpg,riceleafbd,0.15563585924952547,1,0.15563585924952547
data\raw\riceleafbd\Brown Spot\312285453_1846453892358024_562901013174433459_n.jpg,riceleafbd,0.2216626593831735,1,0.2216626593831735
data\raw\riceleafbd\Brown Spot\312316744_578052897456678_8878432331654448719_n.jpg,riceleafbd,0.29587431989334484,1,0.29587431989334484
data\raw\riceleafbd\Brown Spot\312326382_3211361932446366_6682615499917169209_n.jpg,riceleafbd,0.2594734516674351,1,0.2594734516674351
data\raw\riceleafbd\Brown Spot\312411158_398111535753549_7820183711646867822_n.jpg,riceleafbd,0.07354201540006695,1,0.07354201540006695
data\raw\riceleafbd\Brown Spot\312415299_824724295458341_4435560014065582603_n.jpg,riceleafbd,0.38158076019126347,1,0.38158076019126347
data\raw\riceleafbd\Brown Spot\312418780_528454468732938_8639071520617950282_n.jpg,riceleafbd,0.4172252972529725,1,0.4172252972529725
data\raw\riceleafbd\Brown Spot\312450370_1200425843914858_2691683223786668142_n.jpg,riceleafbd,0.4870713722841382,1,0.4870713722841382
data\raw\riceleafbd\Brown Spot\312462597_1340965113373984_7107727838575005015_n.jpg,riceleafbd,0.214678125,1,0.214678125
data\raw\riceleafbd\Brown Spot\312468370_467936182144882_9198694886679060052_n.jpg,riceleafbd,0.4396865096258455,1,0.4396865096258455
data\raw\riceleafbd\Brown Spot\312468839_1155393468739536_7446444415184539186_n.jpg,riceleafbd,0.6911562918340026,1,0.6911562918340026
data\raw\riceleafbd\Brown Spot\312468839_883410106373406_7427785833496039760_n.jpg,riceleafbd,0.5113756613756614,1,0.5113756613756614
data\raw\riceleafbd\Brown Spot\312473726_1347140749453800_8586112422622010727_n.jpg,riceleafbd,0.7431787439613526,1,0.7431787439613526
data\raw\riceleafbd\Brown Spot\312483884_1135763497066114_1872967696229782204_n.jpg,riceleafbd,0.28688979388593483,1,0.28688979388593483
data\raw\riceleafbd\Brown Spot\312491989_1463091247434685_6471606596499252519_n.jpg,riceleafbd,0.28237787565338657,1,0.28237787565338657
data\raw\riceleafbd\Brown Spot\312493995_518891206821158_2451505034306284224_n.jpg,riceleafbd,0.38178433641975307,1,0.38178433641975307
data\raw\riceleafbd\Brown Spot\312503446_540164490875263_2001101002353738981_n.jpg,riceleafbd,0.2963767857142857,1,0.2963767857142857
data\raw\riceleafbd\Brown Spot\312503446_666739771742720_6762388731615910390_n.jpg,riceleafbd,0.5619346249307212,1,0.5619346249307212
data\raw\riceleafbd\Brown Spot\312507714_625422329328078_3227556915707526033_n.jpg,riceleafbd,0.23786817882971728,1,0.23786817882971728
data\raw\riceleafbd\Brown Spot\312508600_850099849677212_4932547305293176252_n.jpg,riceleafbd,0.6087292103594596,1,0.6087292103594596
data\raw\riceleafbd\Brown Spot\312542524_535800327990654_1398698022178015049_n.jpg,riceleafbd,0.1994894970575414,1,0.1994894970575414
data\raw\riceleafbd\Brown Spot\312543158_1535564896911975_8790435692373126595_n.jpg,riceleafbd,0.23410942062394344,1,0.23410942062394344
data\raw\riceleafbd\Brown Spot\312568870_539931711306532_4791649090066758558_n.jpg,riceleafbd,0.4276076289965179,1,0.4276076289965179
data\raw\riceleafbd\Brown Spot\312599184_5789777247745082_6383773596011309887_n.jpg,riceleafbd,0.5594859115026013,1,0.5594859115026013
data\raw\riceleafbd\Brown Spot\312605447_859952318778629_4075546059769046499_n.jpg,riceleafbd,0.16012049095466435,1,0.16012049095466435
data\raw\riceleafbd\Brown Spot\312605472_3216861428528922_2417221825122347717_n.jpg,riceleafbd,0.4810456889570814,1,0.4810456889570814
data\raw\riceleafbd\Brown Spot\312624476_1542725682816824_8317943095646573923_n.jpg,riceleafbd,0.3174866840126417,1,0.3174866840126417
data\raw\riceleafbd\Brown Spot\312626918_1064003364271971_6918153625436859637_n (1).jpg,riceleafbd,0.34277111111111114,1,0.34277111111111114
data\raw\riceleafbd\Brown Spot\312626918_1064003364271971_6918153625436859637_n.jpg,riceleafbd,0.34277111111111114,1,0.34277111111111114
data\raw\riceleafbd\Brown Spot\312650022_1590933194698091_8842488122149296381_n.jpg,riceleafbd,0.5147159295217547,1,0.5147159295217547
data\raw\riceleafbd\Brown Spot\312656423_1886260965042253_4104566990259317701_n.jpg,riceleafbd,0.3169393066270099,1,0.3169393066270099
data\raw\riceleafbd\Brown Spot\312657031_3058400534452532_1328461594379077604_n.jpg,riceleafbd,0.3883870832283531,1,0.3883870832283531
data\raw\riceleafbd\Brown Spot\312657031_501514062025673_1489350545664885358_n.jpg,riceleafbd,0.5717850064124985,1,0.5717850064124985
data\raw\riceleafbd\Brown Spot\312673622_1400262767178257_3465454752664560964_n.jpg,riceleafbd,0.38913205120475874,1,0.38913205120475874
data\raw\riceleafbd\Brown Spot\312673622_804776877418000_5769243431422334528_n.jpg,riceleafbd,0.2940338289534348,1,0.2940338289534348
data\raw\riceleafbd\Brown Spot\312701781_3203358663309803_8048151636091502591_n.jpg,riceleafbd,0.2577027914614122,1,0.2577027914614122
data\raw\riceleafbd\Brown Spot\312704681_1564966897290914_2672687311402357149_n.jpg,riceleafbd,0.3917006519628242,1,0.3917006519628242
data\raw\riceleafbd\Brown Spot\312705278_904176174300596_1023886317679089896_n.jpg,riceleafbd,0.5881332802986262,1,0.5881332802986262
data\raw\riceleafbd\Brown Spot\312713315_800827291014467_3360469540928375428_n.jpg,riceleafbd,0.4997768229700666,1,0.4997768229700666
data\raw\riceleafbd\Brown Spot\312713631_2630739317057681_4271562754030695868_n.jpg,riceleafbd,0.16298844444444444,1,0.16298844444444444
data\raw\riceleafbd\Brown Spot\312743599_2996132730681639_1015794871523886221_n.jpg,riceleafbd,0.4517845312132675,1,0.4517845312132675
data\raw\riceleafbd\Brown Spot\312754257_1461968737658444_7812299738048516497_n.jpg,riceleafbd,0.5704247924961199,1,0.5704247924961199
data\raw\riceleafbd\Brown Spot\312785445_494747079380367_5564936186963074528_n.jpg,riceleafbd,0.41867816091954024,1,0.41867816091954024
data\raw\riceleafbd\Brown Spot\312814751_497951362394840_2572588937313993891_n.jpg,riceleafbd,0.53188320595728,1,0.53188320595728
data\raw\riceleafbd\Brown Spot\312837208_452364840339763_5950782252438415365_n.jpg,riceleafbd,0.09201570300708231,1,0.09201570300708231
data\raw\riceleafbd\Brown Spot\312851479_1584426495351573_7607532617817906551_n.jpg,riceleafbd,0.20162767857142858,1,0.20162767857142858
data\raw\riceleafbd\Brown Spot\312894972_1104945293497646_1918185069297066553_n.jpg,riceleafbd,0.29389165284687674,1,0.29389165284687674
data\raw\riceleafbd\Brown Spot\312915611_5393961817379901_3138009470531982446_n.jpg,riceleafbd,0.4136188271604938,1,0.4136188271604938
data\raw\riceleafbd\Brown Spot\312918593_3019054218387911_6260339169932920433_n.jpg,riceleafbd,0.505173755186722,1,0.505173755186722
data\raw\riceleafbd\Brown Spot\312926107_1174445859865737_8382402113262465598_n.jpg,riceleafbd,0.462263092137306,1,0.462263092137306
data\raw\riceleafbd\Brown Spot\312926591_709349247371085_1561864667575996091_n.jpg,riceleafbd,0.26795912776682007,1,0.26795912776682007
data\raw\riceleafbd\Brown Spot\312960922_525831542403279_2981497864395214871_n.jpg,riceleafbd,0.23876555481923276,1,0.23876555481923276
data\raw\riceleafbd\Brown Spot\312966504_673218164375266_4041043239838845621_n.jpg,riceleafbd,0.3438444717780511,1,0.3438444717780511
data\raw\riceleafbd\Brown Spot\312983874_859760771819001_131939447506262278_n.jpg,riceleafbd,0.22440352697095436,1,0.22440352697095436
data\raw\riceleafbd\Brown Spot\312990612_815521916323792_8011887704274325683_n.jpg,riceleafbd,0.38308449074074075,1,0.38308449074074075
data\raw\riceleafbd\Brown Spot\313008866_496520642436904_2924966479548296923_n.jpg,riceleafbd,0.36369955555555555,1,0.36369955555555555
data\raw\riceleafbd\Brown Spot\313013515_449283840610204_7718562001052880566_n.jpg,riceleafbd,0.24741818538114835,1,0.24741818538114835
data\raw\riceleafbd\Brown Spot\313021143_670068854703164_5946638557118877665_n.jpg,riceleafbd,0.3586201273140338,1,0.3586201273140338
data\raw\riceleafbd\Brown Spot\313026176_2993191530826747_2009825573964015015_n.jpg,riceleafbd,0.2709401116353656,1,0.2709401116353656
data\raw\riceleafbd\Brown Spot\313037588_1389630804901347_61214276780093632_n.jpg,riceleafbd,0.31043072424651375,1,0.31043072424651375
data\raw\riceleafbd\Brown Spot\313044741_940161667365135_8176943767780723505_n.jpg,riceleafbd,0.26006055129723105,1,0.26006055129723105
data\raw\riceleafbd\Brown Spot\313079003_681191920262202_6988357429358526175_n.jpg,riceleafbd,0.418600135381514,1,0.418600135381514
data\raw\riceleafbd\Brown Spot\313088562_5276220615823216_3949357152659744167_n.jpg,riceleafbd,0.23063130709263954,1,0.23063130709263954
data\raw\riceleafbd\Brown Spot\313100040_2997063293772408_2121424917163754721_n.jpg,riceleafbd,0.25465674879900824,1,0.25465674879900824
data\raw\riceleafbd\Brown Spot\313122966_3357308827891884_5607156245178439381_n.jpg,riceleafbd,0.29675866666666667,1,0.29675866666666667
data\raw\riceleafbd\Brown Spot\313137344_453066063659459_4539515531255138182_n.jpg,riceleafbd,0.4609589615130323,1,0.4609589615130323
data\raw\riceleafbd\Brown Spot\313190730_867262601121613_4659600057425030114_n.jpg,riceleafbd,0.0632117821262558,1,0.0632117821262558
data\raw\riceleafbd\Brown Spot\313196278_785443535888737_6085952194869446721_n.jpg,riceleafbd,0.3233407904548844,1,0.3233407904548844
data\raw\riceleafbd\Brown Spot\313200257_1800922796935491_8912526736572429090_n.jpg,riceleafbd,0.42449667616334286,1,0.42449667616334286
data\raw\riceleafbd\Brown Spot\313201251_1279540446137615_4527461508937194296_n.jpg,riceleafbd,0.315261448640759,1,0.315261448640759
data\raw\riceleafbd\Brown Spot\313201251_1360785834659276_1671577078989613552_n.jpg,riceleafbd,0.37628262861528583,1,0.37628262861528583
data\raw\riceleafbd\Brown Spot\313203978_1481994085643046_5405086585397455603_n.jpg,riceleafbd,0.09925992102883109,1,0.09925992102883109
data\raw\riceleafbd\Brown Spot\313218339_2107899189412026_6678791404989715775_n.jpg,riceleafbd,0.41458919362400376,1,0.41458919362400376
data\raw\riceleafbd\Brown Spot\313288716_691003395531457_4469374338787993945_n.jpg,riceleafbd,0.4013617697195103,1,0.4013617697195103
data\raw\riceleafbd\Brown Spot\313292780_616438710166241_8433472569148000157_n.jpg,riceleafbd,0.16083208467803903,1,0.16083208467803903
data\raw\riceleafbd\Brown Spot\313343929_527753235548244_7427689794941281736_n.jpg,riceleafbd,0.6636505390715495,1,0.6636505390715495
data\raw\riceleafbd\Brown Spot\313367123_671899961314140_4138694422553878803_n.jpg,riceleafbd,0.437932856717669,1,0.437932856717669
data\raw\riceleafbd\Brown Spot\313443110_623853019516830_3637481474544736728_n.jpg,riceleafbd,0.2331945404948517,1,0.2331945404948517
data\raw\riceleafbd\Brown Spot\313465036_823869582222083_6764479244017405113_n.jpg,riceleafbd,0.17389377777777779,1,0.17389377777777779
data\raw\riceleafbd\Brown Spot\313471489_507105181355779_6643479046716805490_n.jpg,riceleafbd,0.25863366358578804,1,0.25863366358578804
data\raw\riceleafbd\Brown Spot\313476491_3175701916074728_527524997302136500_n.jpg,riceleafbd,0.17168926178831237,1,0.17168926178831237
data\raw\riceleafbd\Brown Spot\313497222_1182350742356260_5290045930983092519_n.jpg,riceleafbd,0.2649477066532258,1,0.2649477066532258
data\raw\riceleafbd\Brown Spot\313498066_535157491452250_1329302867298406929_n.jpg,riceleafbd,0.27210888274166284,1,0.27210888274166284
data\raw\riceleafbd\Brown Spot\313507057_1514928955694609_1492636158783579161_n.jpg,riceleafbd,0.15009774139058413,1,0.15009774139058413
data\raw\riceleafbd\Brown Spot\313507059_687911266004453_2238914050500173857_n.jpg,riceleafbd,0.21117466666666668,1,0.21117466666666668
data\raw\riceleafbd\Brown Spot\313512745_1168304934102850_7313338003394803090_n.jpg,riceleafbd,0.3630576517188539,1,0.3630576517188539
data\raw\riceleafbd\Brown Spot\313521607_2935141333457692_6365098809202735581_n.jpg,riceleafbd,0.2485152075626798,1,0.2485152075626798
data\raw\riceleafbd\Brown Spot\313527189_843167327134071_8289772897838938874_n.jpg,riceleafbd,0.7333189377188133,1,0.7333189377188133
data\raw\riceleafbd\Brown Spot\313549376_556381899657306_7967741370575984897_n.jpg,riceleafbd,0.2078330357142857,1,0.2078330357142857
data\raw\riceleafbd\Brown Spot\313780514_868414660828438_7501140312432378251_n.jpg,riceleafbd,0.11749644444444445,1,0.11749644444444445
data\raw\riceleafbd\Brown Spot\313781090_507682281373522_2089694049691707996_n.jpg,riceleafbd,0.49298888888888887,1,0.49298888888888887
data\raw\riceleafbd\Brown Spot\313787284_5605262332924023_8290024618087006306_n.jpg,riceleafbd,0.25411226851851854,1,0.25411226851851854
data\raw\riceleafbd\Brown Spot\313788732_658467679019784_6012187736439260086_n (1).jpg,riceleafbd,0.3544150347894699,1,0.3544150347894699
data\raw\riceleafbd\Brown Spot\313788732_658467679019784_6012187736439260086_n.jpg,riceleafbd,0.3544150347894699,1,0.3544150347894699
data\raw\riceleafbd\Brown Spot\313792446_1180428119542131_6726753210234874025_n.jpg,riceleafbd,0.21666824539799817,1,0.21666824539799817
data\raw\riceleafbd\Brown Spot\313839151_1512509475894873_2957257885488620837_n.jpg,riceleafbd,0.39659165494608534,1,0.39659165494608534
data\raw\riceleafbd\Brown Spot\313841367_886737832496256_3356739023714713080_n.jpg,riceleafbd,0.43667386998019087,1,0.43667386998019087
data\raw\riceleafbd\Brown Spot\313843566_448312090764650_153050250218982431_n.jpg,riceleafbd,0.28993705357142857,1,0.28993705357142857
data\raw\riceleafbd\Brown Spot\313848161_1283580309108341_2525421339042143756_n.jpg,riceleafbd,0.28974306409730766,1,0.28974306409730766
data\raw\riceleafbd\Brown Spot\313873555_679701266830562_7608209160872213402_n.jpg,riceleafbd,0.3516340148451886,1,0.3516340148451886
data\raw\riceleafbd\Brown Spot\313886118_459647506271197_7186982696650057808_n.jpg,riceleafbd,0.1884317202058128,1,0.1884317202058128
data\raw\riceleafbd\Brown Spot\313904672_526861012614721_3175874261717514500_n.jpg,riceleafbd,0.21001719490658982,1,0.21001719490658982
data\raw\riceleafbd\Brown Spot\313905884_1541156186329606_6073291171599025418_n.jpg,riceleafbd,0.20585164206430942,1,0.20585164206430942
data\raw\riceleafbd\Brown Spot\313916932_2020659934783822_4577738886421413429_n.jpg,riceleafbd,0.3214017934516409,1,0.3214017934516409
data\raw\riceleafbd\Brown Spot\313920622_540390544155560_4529905783466902933_n.jpg,riceleafbd,0.19378933333333334,1,0.19378933333333334
data\raw\riceleafbd\Brown Spot\313921450_5196670513767037_4792001202803130901_n.jpg,riceleafbd,0.5669054013727246,1,0.5669054013727246
data\raw\riceleafbd\Brown Spot\313933080_876168170054115_3203624880911853400_n.jpg,riceleafbd,0.36082187664337767,1,0.36082187664337767
data\raw\riceleafbd\Brown Spot\313981249_1160269761589507_4774587326214898658_n.jpg,riceleafbd,0.35331465919701216,1,0.35331465919701216
data\raw\riceleafbd\Brown Spot\313982795_1148588266065201_978676265172239895_n.jpg,riceleafbd,0.3648947112001299,1,0.3648947112001299
data\raw\riceleafbd\Brown Spot\314002624_3136045473374649_708243515860012079_n.jpg,riceleafbd,0.3502842618528893,1,0.3502842618528893
data\raw\riceleafbd\Brown Spot\314066540_808080653609255_4419829392342996875_n.jpg,riceleafbd,0.3971320237856618,1,0.3971320237856618
data\raw\riceleafbd\Brown Spot\314078646_569039298559942_1240593749695925494_n.jpg,riceleafbd,0.2443871111111111,1,0.2443871111111111
data\raw\riceleafbd\Brown Spot\314080532_557378226226410_3977761834456156449_n.jpg,riceleafbd,0.2050657796153008,1,0.2050657796153008
data\raw\riceleafbd\Brown Spot\314113258_493930932804086_7003408735421398601_n.jpg,riceleafbd,0.3384932191921866,1,0.3384932191921866
data\raw\riceleafbd\Brown Spot\314382668_1142392413131890_4642286598799239154_n.jpg,riceleafbd,0.1764391111111111,1,0.1764391111111111
data\raw\riceleafbd\Brown Spot\314392161_523010439434403_4571452848046606078_n.jpg,riceleafbd,0.7252978664449986,1,0.7252978664449986
data\raw\riceleafbd\Brown Spot\314403959_412809837726615_3425650493758437022_n.jpg,riceleafbd,0.35345994324383323,1,0.35345994324383323
data\raw\riceleafbd\Brown Spot\314411012_787021242366649_5043583151562013626_n.jpg,riceleafbd,0.23702060048213894,1,0.23702060048213894
data\raw\riceleafbd\Brown Spot\314441577_2092691457598438_8028060264829702049_n.jpg,riceleafbd,0.38930193030000476,1,0.38930193030000476
data\raw\riceleafbd\Brown Spot\314441983_854258495994149_9085209384012503446_n.jpg,riceleafbd,0.3012910719843493,1,0.3012910719843493
data\raw\riceleafbd\Brown Spot\314449111_3385199401747010_1733313334172839935_n.jpg,riceleafbd,0.18596065823888405,1,0.18596065823888405
data\raw\riceleafbd\Brown Spot\314460390_1283878442463186_6741471866538760147_n.jpg,riceleafbd,0.537358457183298,1,0.537358457183298
data\raw\riceleafbd\Brown Spot\314468783_787196999050898_4238190933447609878_n.jpg,riceleafbd,0.35173241288625906,1,0.35173241288625906
data\raw\riceleafbd\Brown Spot\314475046_449615730696969_2020808720417944523_n.jpg,riceleafbd,0.38665811818042106,1,0.38665811818042106
data\raw\riceleafbd\Brown Spot\314493944_434540202166130_6724789783015710950_n.jpg,riceleafbd,0.21258028757083697,1,0.21258028757083697
data\raw\riceleafbd\Brown Spot\314493944_896629368719715_6174451010360346064_n.jpg,riceleafbd,0.33651177323997383,1,0.33651177323997383
data\raw\riceleafbd\Brown Spot\314496508_832188851450129_3949600698718863168_n (1).jpg,riceleafbd,0.1919174262889502,1,0.1919174262889502
data\raw\riceleafbd\Brown Spot\314496508_832188851450129_3949600698718863168_n.jpg,riceleafbd,0.1919174262889502,1,0.1919174262889502
data\raw\riceleafbd\Brown Spot\314503450_3450819201904812_8236415469040261609_n.jpg,riceleafbd,0.1524090510628972,1,0.1524090510628972
data\raw\riceleafbd\Brown Spot\314517615_3247310182157760_4133044286808674124_n.jpg,riceleafbd,0.6539303848779655,1,0.6539303848779655
data\raw\riceleafbd\Brown Spot\314529399_537487667824391_2423738442387014019_n.jpg,riceleafbd,0.06225266660309503,1,0.06225266660309503
data\raw\riceleafbd\Brown Spot\314580999_5503515786370001_3031398001200277706_n.jpg,riceleafbd,0.40654927940492797,1,0.40654927940492797
data\raw\riceleafbd\Brown Spot\314589722_2117316805128700_9017813880459002249_n.jpg,riceleafbd,0.26089957693164106,1,0.26089957693164106
data\raw\riceleafbd\Brown Spot\314598876_699510691701820_1277708613828209943_n.jpg,riceleafbd,0.22959158718513084,1,0.22959158718513084
data\raw\riceleafbd\Brown Spot\314640601_709961973358128_4798426186434847938_n.jpg,riceleafbd,0.4699497110046391,1,0.4699497110046391
data\raw\riceleafbd\Brown Spot\314657099_484002436885994_2177909731256155998_n.jpg,riceleafbd,0.23114221202048824,1,0.23114221202048824
data\raw\riceleafbd\Brown Spot\314679770_472008061475256_3088224257870849867_n.jpg,riceleafbd,0.12677933379437528,1,0.12677933379437528
data\raw\riceleafbd\Brown Spot\314691830_3284950125103632_3153144999633685146_n.jpg,riceleafbd,0.2905668895036115,1,0.2905668895036115
data\raw\riceleafbd\Brown Spot\314717655_875312090546753_4643848658424466249_n.jpg,riceleafbd,0.30906240886555847,1,0.30906240886555847
data\raw\riceleafbd\Brown Spot\314762837_830823594906665_3631159329207564654_n.jpg,riceleafbd,0.33508092125739186,1,0.33508092125739186
data\raw\riceleafbd\Brown Spot\314836160_686022666252685_2388751079063871472_n.jpg,riceleafbd,0.2218993502070619,1,0.2218993502070619
data\raw\riceleafbd\Brown Spot\314897354_1068355603852774_6702650815049470796_n.jpg,riceleafbd,0.5114765148290052,1,0.5114765148290052
data\raw\riceleafbd\Brown Spot\314909411_840232823692333_8663297012923790195_n.jpg,riceleafbd,0.2391128888888889,1,0.2391128888888889
data\raw\riceleafbd\Brown Spot\314914670_3288213108083345_3503386539476326102_n.jpg,riceleafbd,0.45611494252873563,1,0.45611494252873563
data\raw\riceleafbd\Brown Spot\314923157_539197087571514_8591771152756420979_n.jpg,riceleafbd,0.22616863905325443,1,0.22616863905325443
data\raw\riceleafbd\Brown Spot\314928674_1132940953994475_5783303463284993329_n.jpg,riceleafbd,0.2253299276287782,1,0.2253299276287782
data\raw\riceleafbd\Brown Spot\315016712_445045054471624_6038365941329369149_n.jpg,riceleafbd,0.3072742713127328,1,0.3072742713127328
data\raw\riceleafbd\Brown Spot\315077830_792639481827514_8300753796232755874_n.jpg,riceleafbd,0.1133031111111111,1,0.1133031111111111
data\raw\riceleafbd\Brown Spot\315090181_511040484415475_501719187235376817_n.jpg,riceleafbd,0.242957170880558,1,0.242957170880558
data\raw\riceleafbd\Brown Spot\315092006_5840330365988599_5190716989043173993_n.jpg,riceleafbd,0.13800011579119442,1,0.13800011579119442
data\raw\riceleafbd\Brown Spot\315097556_651623386416300_315809802883710010_n.jpg,riceleafbd,0.3745069033530572,1,0.3745069033530572
data\raw\riceleafbd\Brown Spot\315101357_875258810168304_6328451652199300794_n.jpg,riceleafbd,0.2828342099495946,1,0.2828342099495946
data\raw\riceleafbd\Brown Spot\315111727_1257256914842639_765387376634031605_n.jpg,riceleafbd,0.5349561691869384,1,0.5349561691869384
data\raw\riceleafbd\Brown Spot\315111874_660996902279870_7720110767850067310_n.jpg,riceleafbd,0.22819319578915015,1,0.22819319578915015
data\raw\riceleafbd\Brown Spot\315181632_619130999956574_6092454196105885976_n.jpg,riceleafbd,0.15274518785418484,1,0.15274518785418484
data\raw\riceleafbd\Brown Spot\315231791_678232013697601_8184602897231972298_n.jpg,riceleafbd,0.17480266666666666,1,0.17480266666666666
data\raw\riceleafbd\Brown Spot\315258105_1121822611851832_6151382853616864934_n.jpg,riceleafbd,0.2727780861758936,1,0.2727780861758936
data\raw\riceleafbd\Brown Spot\315285784_834642564406283_3135547978717655405_n.jpg,riceleafbd,0.5485683035714286,1,0.5485683035714286
data\raw\riceleafbd\Brown Spot\315310250_1257634864795249_3192148898317066974_n.jpg,riceleafbd,0.24819118829010461,1,0.24819118829010461
data\raw\riceleafbd\Brown Spot\315441571_1085626215414943_185580167438404121_n.jpg,riceleafbd,0.26906042256974716,1,0.26906042256974716
data\raw\riceleafbd\Brown Spot\315497380_1295206221267803_1595982017898207424_n.jpg,riceleafbd,0.14321838219267655,1,0.14321838219267655
data\raw\riceleafbd\Brown Spot\315518994_655956559597171_6356719280846853770_n.jpg,riceleafbd,0.28338064311791633,1,0.28338064311791633
data\raw\riceleafbd\Brown Spot\315526987_700198001332805_5532396989396921167_n.jpg,riceleafbd,0.12172591883718396,1,0.12172591883718396
